X,Y,OBJECTID,FolderRSN,Permit_,InDate,FolderType,FolderDesc,FolderGroupDesc,SubDesc,FolderDescription,FolderCondition,IssueDate,valuation,PropertyRSN,PropX,PropY,Address,GlobalID,InDateFixed,IssueDateFixed,IssuedTime
3183461.19849581,1678654.63625339,475136834,1361687,NA,2019/04/15 14:23:28+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE |*****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE-PANEL UPGRADE 100 AMP*****,UNIT 68-M,2019/04/23 14:19:42+00,750,40158,3183461.19849581,1678654.63625339,12068 E KANSAS DR,{7F00D27A-6F18-40B9-B203-778874931D1B},2019-04-15,2019-04-23,8
3183461.19849581,1678654.63625339,475136838,1361696,NA,2019/04/15 14:34:53+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE |****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE-PANEL UPGRADE 100 AMP*****,UNIT 68-I,2019/04/23 14:18:56+00,750,40158,3183461.19849581,1678654.63625339,12068 E KANSAS DR,{8DC7D070-84AF-4820-8BF8-8CDAE63A4171},2019-04-15,2019-04-23,8
3180562.11013389,1684065.57031339,475138175,1365957,NA,2019/05/03 11:19:25+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,ETHIOPIAN EVANGELICAL CHURCH - DAMAGE REPAIR AFTER VEHICHLE ACCIDENT,,2019/05/20 13:04:56+00,15000,31928,3180562.11013389,1684065.57031339,445 S LANSING ST,{D28E1562-07A5-4975-9548-424CFE0011C1},2019-05-03,2019-05-20,17
NA,NA,475138480,1366926,NA,2019/05/08 13:46:56+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,THE GROVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,,2019/05/14 11:16:10+00,1000,0,NA,NA,,{96B7135B-D316-439F-BCB2-77C56852F8A1},2019-05-08,2019-05-14,6
3191158.43638214,1679637.89905064,475140253,1374455,NA,2019/06/04 07:52:24+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | THE GROOVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,BLDG 4 UNIT 216,2019/09/20 11:40:18+00,1000,38718,3191158.43638214,1679637.89905064,14376 E TENNESSEE AVE,{6F0ED329-376E-407E-A6FB-93D95ADF21DD},2019-06-04,2019-09-20,108
3191063.3958898,1679668.78120673,475140255,1374457,NA,2019/06/04 08:02:43+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE  | THE GROOVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,Building 3 UNIT 310,2019/09/13 15:45:26+00,600,38642,3191063.3958898,1679668.78120673,14356 E TENNESSEE AVE,{B373BBE9-04A7-4867-A4C0-29D6CD0EAB08},2019-06-04,2019-09-13,101
3191158.43638214,1679637.89905064,475140257,1374459,NA,2019/06/04 08:07:03+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | THE GROOVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,Building 4  UNIT 316,2019/09/20 11:45:26+00,1000,38718,3191158.43638214,1679637.89905064,14376 E TENNESSEE AVE,{FD7056B0-C08E-4695-B4B1-FD7FEFF938DF},2019-06-04,2019-09-20,108
3190986.54040048,1679637.20056123,475140258,1374460,NA,2019/06/04 08:08:22+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | THE GROOVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,Building 2 UNIT 208,2019/09/20 11:42:20+00,1000,38654,3190986.54040048,1679637.20056123,14336 E TENNESSEE AVE,{269C135C-9BDB-491E-A396-BD387A1EDFAF},2019-06-04,2019-09-20,108
3190946.52834138,1679710.87659498,475140264,1374478,NA,2019/06/04 08:28:18+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | THE GROOVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,BUILDING 1 UNIT 202,2019/09/20 11:42:43+00,1000,38604,3190946.52834138,1679710.87659498,14306 E TENNESSEE AVE,{A979A3C8-4019-4079-97D0-2F049AD9E8C8},2019-06-04,2019-09-20,108
3190946.52834138,1679710.87659498,475140266,1374481,NA,2019/06/04 08:29:48+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | THE GROOVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,Building 1 UNIT 302,2019/09/20 11:43:34+00,1000,38604,3190946.52834138,1679710.87659498,14306 E TENNESSEE AVE,{3DA112B3-F510-42B3-B982-C7C23FA09396},2019-06-04,2019-09-20,108
3191237.10092297,1679672.96656582,475140267,1374482,NA,2019/06/04 08:30:39+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE |  THE GROOVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,BUILDING 5 UNIT 218,2019/09/13 15:43:35+00,1000,38653,3191237.10092297,1679672.96656582,14396 E TENNESSEE AVE,{5B8D2009-9D04-4307-AEE4-FC99DED37990},2019-06-04,2019-09-13,101
3191237.10092297,1679672.96656582,475140268,1374483,NA,2019/06/04 08:31:32+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | THE GROOVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,BUILDING 5 UNI T 318,2019/09/20 11:45:58+00,1000,38653,3191237.10092297,1679672.96656582,14396 E TENNESSEE AVE,{91693025-D49F-40E2-A212-59391EDADD0D},2019-06-04,2019-09-20,108
3191329.6866958,1679639.02437648,475140269,1374484,NA,2019/06/04 08:32:40+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | THE GROOVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,BUILDING 6 UNIT 224,2019/09/20 11:43:08+00,1000,38656,3191329.6866958,1679639.02437648,14408 E TENNESSEE AVE,{078F3269-AC8A-4E90-A2FA-6E4DA7795280},2019-06-04,2019-09-20,108
3190986.54040048,1679637.20056123,475140274,1374508,NA,2019/06/04 08:57:24+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES SEE RSN,BUILDING 2 UNIT 308,2019/09/20 11:41:51+00,1000,38654,3190986.54040048,1679637.20056123,14336 E TENNESSEE AVE,{949ED935-E247-4071-9846-744EE62824E8},2019-06-04,2019-09-20,108
3190524.14729638,1679750.02546681,475140738,1376353,NA,2019/06/10 10:32:59+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 22 | THE GROVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,UNIT 2202,2019/08/30 14:58:40+00,1000,38536,3190524.14729638,1679750.02546681,1050 S BLACKHAWK ST,{FC8D12FE-655F-4C31-9625-82BE9FDF7068},2019-06-10,2019-08-30,81
3190524.14729638,1679750.02546681,475140742,1376361,NA,2019/06/10 10:43:52+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 21 |THE GROVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,UNIT 2102,2019/08/30 09:04:07+00,1000,38536,3190524.14729638,1679750.02546681,1050 S BLACKHAWK ST,{0B5CDF26-61A4-41AC-83D7-3335D05E3BB3},2019-06-10,2019-08-30,81
3191329.6866958,1679639.02437648,475140744,1376364,NA,2019/06/10 10:44:27+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 6 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 324,2019/09/20 11:44:54+00,1000,38656,3191329.6866958,1679639.02437648,14408 E TENNESSEE AVE,{D5D7CBA7-906D-4945-9E6D-0C0E89AEFC8B},2019-06-10,2019-09-20,102
3190361.07708447,1679505.13684897,475140745,1376365,NA,2019/06/10 10:49:39+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 21 | THE GROVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,UNIT 382,2019/09/17 16:03:04+00,1000,38922,3190361.07708447,1679505.13684897,14101 E MISSISSIPPI AVE,{9D02D410-EFFA-4C8B-BDA9-AFAB9937BE58},2019-06-10,2019-09-17,99
3191403.41850372,1679672.77988639,475140747,1376367,NA,2019/06/10 10:53:26+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 7 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 226,2019/09/20 11:44:28+00,1000,38632,3191403.41850372,1679672.77988639,14498 E TENNESSEE AVE,{AF23CADF-C1B5-4308-9689-A3046FE466D2},2019-06-10,2019-09-20,102
3191403.41850372,1679672.77988639,475140750,1376374,NA,2019/06/10 11:00:52+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 7 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 326,2019/09/20 11:44:01+00,1000,38632,3191403.41850372,1679672.77988639,14498 E TENNESSEE AVE,{71007F49-43A4-4C13-B9DA-408CEEE60CD8},2019-06-10,2019-09-20,102
3191469.04632522,1679508.63159265,475140752,1376390,NA,2019/06/10 11:07:50+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 231,2019/09/17 16:07:04+00,1000,38889,3191469.04632522,1679508.63159265,14497 E MISSISSIPPI AVE,{799115FD-17B6-4345-9A42-4F978B24ED71},2019-06-10,2019-09-17,99
3190361.07708447,1679505.13684897,475140754,1376396,NA,2019/06/10 11:11:54+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 21 | THE GROVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,UNIT 282,2019/09/17 16:08:55+00,1000,38922,3190361.07708447,1679505.13684897,14101 E MISSISSIPPI AVE,{4EFCDDF1-140F-4B1F-8872-D4F9BE61FC57},2019-06-10,2019-09-17,99
3191469.04632522,1679508.63159265,475140755,1376398,NA,2019/06/10 11:15:29+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 8 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 331,2019/09/17 16:06:46+00,1000,38889,3191469.04632522,1679508.63159265,14497 E MISSISSIPPI AVE,{CC1FE3D5-0692-445F-B42D-0ACF974A0638},2019-06-10,2019-09-17,99
3191325.42259672,1679470.68744281,475140758,1376404,NA,2019/06/10 11:23:10+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 9 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 233,2019/10/15 12:02:51+00,1000,38973,3191325.42259672,1679470.68744281,14437 E MISSISSIPPI AVE,{1193CB77-A671-4E9C-B347-15A4661E4390},2019-06-10,2019-10-15,127
3190402.99202688,1679435.99886389,475140759,1376405,NA,2019/06/10 11:24:56+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 20 | THE GROVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,UNIT 380,2019/09/17 16:08:31+00,1000,38998,3190402.99202688,1679435.99886389,14151 E MISSISSIPPI AVE,{F4B9DC3B-32E1-4717-88F1-0D94F492FB55},2019-06-10,2019-09-17,99
3191425.02738439,1679446.29182231,475140761,1376409,NA,2019/06/10 11:28:34+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 9 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 333,2019/09/17 15:58:23+00,1000,39003,3191425.02738439,1679446.29182231,14467 E MISSISSIPPI AVE,{64A7D318-1AD4-483E-8B7B-C94F939DA3D3},2019-06-10,2019-09-17,99
3190402.99202688,1679435.99886389,475140763,1376416,NA,2019/06/10 11:31:56+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 20 | THE GROVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,UNIT 280,2019/09/17 16:07:52+00,1000,38998,3190402.99202688,1679435.99886389,14151 E MISSISSIPPI AVE,{E135CF3A-2053-419B-BB15-9CD5AAFF13A7},2019-06-10,2019-09-17,99
3190481.1568968,1679467.47255422,475140767,1376426,NA,2019/06/10 11:38:26+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | THE GROVE AT CITY CENTER- MASTER PLAN - DECK REPAIRS TO POSTS & CONCRETE BASES,UNIT 374,2019/09/17 16:07:26+00,1000,38933,3190481.1568968,1679467.47255422,14191 E MISSISSIPPI AVE,{9A9BFA9C-28DF-4F7A-AA8C-3AEDFB3679E6},2019-06-10,2019-09-17,99
3191325.42259672,1679470.68744281,475140768,1376428,NA,2019/06/10 11:39:59+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 10 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 338,2019/09/17 16:04:20+00,1000,38973,3191325.42259672,1679470.68744281,14437 E MISSISSIPPI AVE,{7D95BDDF-C416-4B64-8D3B-AB7A457101D1},2019-06-10,2019-09-17,99
3191252.23442289,1679442.73014964,475140770,1376435,NA,2019/06/10 11:44:39+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 11 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 244,2019/09/17 16:03:53+00,1000,39005,3191252.23442289,1679442.73014964,14407 E MISSISSIPPI AVE,{A3560E02-F1D8-4321-92D3-9FCF28A28549},2019-06-10,2019-09-17,99
3191252.23442289,1679442.73014964,475140773,1376442,NA,2019/06/10 11:52:20+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 11 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 344,2019/09/17 16:03:28+00,1000,39005,3191252.23442289,1679442.73014964,14407 E MISSISSIPPI AVE,{40796CAA-DD84-4F2C-BDFC-7D00977BEC40},2019-06-10,2019-09-17,99
3191011.66206938,1679532.97800064,475140774,1376447,NA,2019/06/10 11:57:35+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 12 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 246,2019/09/17 15:59:31+00,1000,38897,3191011.66206938,1679532.97800064,14395 E MISSISSIPPI AVE,{EC61645D-BE8B-4C7B-AF80-9C928965647C},2019-06-10,2019-09-17,99
3191011.66206938,1679532.97800064,475140775,1376452,NA,2019/06/10 12:02:23+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 12 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 346,2019/09/17 15:59:55+00,1000,38897,3191011.66206938,1679532.97800064,14395 E MISSISSIPPI AVE,{3702E3B4-7C19-477D-B208-804EFF9EE468},2019-06-10,2019-09-17,99
3190938.78065348,1679502.72838923,475140777,1376459,NA,2019/06/10 12:08:21+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 13 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 252,2019/09/17 16:00:23+00,1000,38907,3190938.78065348,1679502.72838923,14305 E MISSISSIPPI AVE,{9EDFBB62-CDD3-45F4-B9CC-1EBB9A4BD5FE},2019-06-10,2019-09-17,99
3190938.78065348,1679502.72838923,475140779,1376464,NA,2019/06/10 12:14:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 13 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 352,2019/09/17 16:00:47+00,1000,38907,3190938.78065348,1679502.72838923,14305 E MISSISSIPPI AVE,{30348A5D-9DE0-4FFB-AB8D-62A96D4CBD83},2019-06-10,2019-09-17,99
3190831.22378197,1679533.45765847,475140781,1376468,NA,2019/06/10 12:18:38+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 14 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 253,2019/09/17 16:01:38+00,1000,38862,3190831.22378197,1679533.45765847,14293 E MISSISSIPPI AVE,{F6244E16-C62D-4F64-9608-482B37246B3B},2019-06-10,2019-09-17,99
3190831.22378197,1679533.45765847,475140783,1376470,NA,2019/06/10 12:23:48+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 14 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 353,2019/09/17 16:02:00+00,1000,38862,3190831.22378197,1679533.45765847,14293 E MISSISSIPPI AVE,{4E3F8788-0DDB-4425-9B4D-3705BB398809},2019-06-10,2019-09-17,99
3190756.01461481,1679502.70279872,475140785,1376479,NA,2019/06/10 12:31:58+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 15 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 260,2019/09/17 16:02:25+00,1000,38903,3190756.01461481,1679502.70279872,14273 E MISSISSIPPI AVE,{9C24CAD7-6F89-4290-9409-73DAE08E7C5E},2019-06-10,2019-09-17,99
3190756.01461481,1679502.70279872,475140798,1376512,NA,2019/06/10 13:16:32+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 15 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 360,2019/09/17 16:04:43+00,1000,38903,3190756.01461481,1679502.70279872,14273 E MISSISSIPPI AVE,{35300090-813F-4D38-8194-85A2C9CC3C3F},2019-06-10,2019-09-17,99
3190710.6387213,1679568.4848194,475140801,1376518,NA,2019/06/10 13:21:37+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 16 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 262,2019/09/17 16:05:59+00,1000,38814,3190710.6387213,1679568.4848194,14253 E MISSISSIPPI AVE,{17C98DF8-24AB-4CA6-89D3-BFB8AB39004A},2019-06-10,2019-09-17,99
3190710.6387213,1679568.4848194,475140803,1376525,NA,2019/06/10 13:27:10+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 16 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 362,2019/09/17 16:05:39+00,1000,38814,3190710.6387213,1679568.4848194,14253 E MISSISSIPPI AVE,{D3F06D24-D6A8-46E5-BA93-B041F07D1F63},2019-06-10,2019-09-17,99
3190707.5363653,1679685.9097814,475140804,1376529,NA,2019/06/10 13:32:25+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 17 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 265,2019/10/15 12:03:49+00,1000,38621,3190707.5363653,1679685.9097814,14233 E MISSISSIPPI AVE,{F1BECC74-93B5-4D82-80E6-ED4D9ABD738E},2019-06-10,2019-10-15,127
3190707.5363653,1679685.9097814,475140807,1376532,NA,2019/06/10 13:37:41+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 17 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 365,2019/09/17 15:53:59+00,1000,38621,3190707.5363653,1679685.9097814,14233 E MISSISSIPPI AVE,{B4BAB641-18AE-43CD-BEDE-A122C9455CC2},2019-06-10,2019-09-17,99
3190630.86788347,1679713.17219406,475140808,1376536,NA,2019/06/10 13:42:02+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 18 |  MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 271,2019/09/17 15:53:30+00,1000,38618,3190630.86788347,1679713.17219406,14203 E MISSISSIPPI AVE,{8CD0A633-0063-4BBB-993B-083C10BDC8C2},2019-06-10,2019-09-17,99
3190630.86788347,1679713.17219406,475140810,1376541,NA,2019/06/10 13:46:16+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 18 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 371,2019/09/17 15:52:39+00,1000,38618,3190630.86788347,1679713.17219406,14203 E MISSISSIPPI AVE,{89B4573D-3CD8-44A0-8A47-9BAC1EF41F02},2019-06-10,2019-09-17,99
3190481.1568968,1679467.47255422,475140813,1376546,NA,2019/06/10 13:51:35+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Building 19 | MASTER PLAN - DECK REPAIR TO POSTS ON MULTIFAMILY,UNIT 274,2019/09/17 16:09:21+00,1000,38933,3190481.1568968,1679467.47255422,14191 E MISSISSIPPI AVE,{272006A1-3F68-4A37-A96A-529BAB2B25F3},2019-06-10,2019-09-17,99
3191063.3958898,1679668.78120673,475141681,1380145,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 210,2019/09/30 12:27:49+00,600,38642,3191063.3958898,1679668.78120673,14356 E TENNESSEE AVE,{DD8B29DF-BB1A-466E-AB3B-8497975266F4},2019-06-21,2019-09-30,101
3190447.77441764,1679721.37132464,475141682,1380148,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2208,2019/09/30 12:28:04+00,600,38606,3190447.77441764,1679721.37132464,1040 S BLACKHAWK ST,{1327E96A-3139-4C7B-AF9C-28AD2C49148A},2019-06-21,2019-09-30,101
3190546.98124023,1680125.14446722,475141684,1380164,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2252,2019/09/30 12:28:20+00,600,37659,3190546.98124023,1680125.14446722,14172 E TENNESSEE AVE,{F11B3D5C-E094-48AA-B102-5245DCBBD862},2019-06-21,2019-09-30,101
3190546.98124023,1680125.14446722,475141687,1380169,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2352,2019/09/30 12:28:35+00,600,37659,3190546.98124023,1680125.14446722,14172 E TENNESSEE AVE,{5A7076DD-08BF-4885-A2FB-DC5AEA237BD1},2019-06-21,2019-09-30,101
3190404.02417706,1679894.50418048,475141690,1380173,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2215,2019/09/30 12:15:06+00,600,38219,3190404.02417706,1679894.50418048,1020 S BLACKHAWK ST,{4C3BBA7E-EB6C-448D-85FD-3611C15F031B},2019-06-21,2019-09-30,101
3190404.02417706,1679894.50418048,475141691,1380174,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIR PER APPROVED MASTER,UNIT 2315,2019/09/30 12:14:28+00,600,38219,3190404.02417706,1679894.50418048,1020 S BLACKHAWK ST,{8CFDFD5A-06CF-4A70-B50C-8019DADFB515},2019-06-21,2019-09-30,101
3190624.22518022,1680156.31763323,475141696,1380186,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2254,2019/09/30 12:27:24+00,600,37639,3190624.22518022,1680156.31763323,14192 E TENNESSEE AVE,{5FE3B733-46DA-4325-8D00-FBC05EA6364B},2019-06-21,2019-09-30,101
3190624.22518022,1680156.31763323,475141699,1380190,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2354,2019/09/30 12:26:47+00,600,37639,3190624.22518022,1680156.31763323,14192 E TENNESSEE AVE,{B343DAFE-BBD1-4F0E-BB80-CCF2664127C3},2019-06-21,2019-09-30,101
3191425.02738439,1679446.29182231,475141704,1380199,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 233,2019/09/30 12:26:32+00,600,39003,3191425.02738439,1679446.29182231,14467 E MISSISSIPPI AVE,{1DBD9EE5-535D-4EB2-8B76-BD80A3400759},2019-06-21,2019-09-30,101
3190366.75456655,1680061.63048664,475141739,1380281,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2337,2019/09/30 12:24:56+00,1000,37787,3190366.75456655,1680061.63048664,14112 E TENNESSEE AVE,{164C98C1-3D90-4199-945A-40E68AA6AAC9},2019-06-21,2019-09-30,101
3190409.57173814,1680133.77469932,475141741,1380288,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2243,2019/09/30 12:25:20+00,1000,37723,3190409.57173814,1680133.77469932,14132 E TENNESSEE AVE,{C3CF54A1-6D6A-4CEF-90F2-19F053F0D1D2},2019-06-21,2019-09-30,101
3190409.57173814,1680133.77469932,475141742,1380290,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2343,2019/09/30 12:25:45+00,1000,37723,3190409.57173814,1680133.77469932,14132 E TENNESSEE AVE,{01C9C3A7-4CD1-489C-A072-A9ABBF4596A9},2019-06-21,2019-09-30,101
3190504.98296463,1680196.74209306,475141744,1380294,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2246,2019/09/30 12:26:02+00,1000,37592,3190504.98296463,1680196.74209306,14152 E TENNESSEE AVE,{9ADE0E84-6FAA-4A7D-B912-CAC67A34CE2B},2019-06-21,2019-09-30,101
3190504.98296463,1680196.74209306,475141746,1380297,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2346,2019/09/30 12:26:16+00,1000,37592,3190504.98296463,1680196.74209306,14152 E TENNESSEE AVE,{ADF50A68-7D35-425D-842D-9EA28031DCF7},2019-06-21,2019-09-30,101
3190632.97844355,1679869.98848148,475141751,1380320,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,REPAIR DECK PER APPROVED MASTER,UNIT 2227,2019/09/30 12:17:31+00,600,38220,3190632.97844355,1679869.98848148,14224 E TENNESSEE AVE,{1CE4FB3B-8EF5-48FF-A2E6-ECC1D1AE4250},2019-06-21,2019-09-30,101
3190632.97844355,1679869.98848148,475141753,1380327,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2327,2019/09/30 12:17:10+00,600,38220,3190632.97844355,1679869.98848148,14224 E TENNESSEE AVE,{8E9FD79B-A77A-4409-9306-D1F8153BF66A},2019-06-21,2019-09-30,101
3190709.80998281,1679833.82057481,475141754,1380328,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2229,2019/09/30 12:29:57+00,600,38294,3190709.80998281,1679833.82057481,14254 E TENNESSEE AVE,{34764546-07CE-4504-A7C6-62CF522612AA},2019-06-21,2019-09-30,101
