"X","Y","OBJECTID","FolderRSN","Permit_","InDate","FolderType","FolderDesc","FolderGroupDesc","SubDesc","FolderDescription","FolderCondition","IssueDate","valuation","PropertyRSN","PropX","PropY","Address","GlobalID"
3186724.69918664,1678460.43946332,475176291,1487785,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENT PER MASTER PLAN LCA-2.    5 DECKS ON THIS BUILDING
FOR 1220 S WHEELING WAY F241, 1220 S WHEELING WAY F243, 1222 S WHEELING WAY F239, 1224 S WHEELING WAY F242, 1224 S WHEELING WAY F244","UNIT F241 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. INCLUDES ALL FEES FOR RSN 1487786, 1487787, 1487788, 1487790","2020/09/24 14:42:45+00","32092",40561,3186724.69918664,1678460.43946332,"1220 S WHEELING WAY ","{3F148F19-FBB5-49DB-9105-2EA820DD21AE}"
3186724.69918664,1678460.43946332,475176292,1487786,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2. 5 
","**180 DAY EXTENSION GRANTED DS 10/28/21**UNIT F243- MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1487785 1220 S WHEELING WAY F241**","2020/09/24 14:43:24+00","0",40561,3186724.69918664,1678460.43946332,"1220 S WHEELING WAY ","{662EC412-15BF-43FB-85D4-AC01E8A62CF4}"
3186704.77862281,1678428.52515706,475176293,1487787,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENT PER MASTER PLAN LCA-2. 5 
","UNIT F239 MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1487785 1220 S WHEELING WAY F241**","2020/09/24 14:43:43+00","0",40600,3186704.77862281,1678428.52515706,"1222 S WHEELING WAY ","{841EE40C-989B-4C85-A36F-7E9B238CC116}"
3186684.85805897,1678396.61085081,475176294,1487788,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENT PER MASTER PLAN LCA-2. 5 
","UNIT F242 -  MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1487785 1220 S WHEELING WAY F241**","2020/10/01 09:12:25+00","0",40680,3186684.85805897,1678396.61085081,"1224 S WHEELING WAY ","{A144AB5C-F64B-4AF2-A6B4-323C05D73365}"
3186684.85805897,1678396.61085081,475176296,1487790,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENT PER MASTER PLAN LCA-2. 5 
","UNIT F244-  MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1487785 1220 S WHEELING WAY F241**","2020/09/24 14:44:54+00","0",40680,3186684.85805897,1678396.61085081,"1224 S WHEELING WAY ","{3F880A49-DF57-4D5B-B728-E260015630F9}"
3186796.58815047,1678516.19853814,475176298,1487796,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENT PER MASTER PLAN LCA-2.    1 DECKS ON THIS BUILDING
FOR 13170 E KANSAS DR E 236","UNIT E236 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. ","2020/11/05 20:07:14+00","32092",40457,3186796.58815047,1678516.19853814,"13170 E KANSAS DR ","{6D4685BA-0C4F-4544-A5DB-EAE2F1BC9C2D}"
3186903.69981289,1678461.91058898,475176300,1487804,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENT PER MASTER PLAN LCA-2.    5 DECKS ON THIS BUILDING
FOR 13180 E KANSAS DR G245, 13182 E KANSAS DR G249, 13192 E KANSAS DR G246, 13192 E KANSAS DR G247, 13192 E KANSAS DR G248   ","UNIT G245 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. INCLUDES ALL FEES FOR RSN 1487807, 1487809, 1487809, 1487813 AND 1487815","2020/09/24 15:43:50+00","32092",40576,3186903.69981289,1678461.91058898,"13180 E KANSAS DR ","{2065BFD7-E6F6-4743-A9F7-33274ECFA593}"
3186890.09550938,1678440.52677348,475176302,1487807,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2. 5 
","**180 DAY EXTENSION GRANTED DS 10/28/21**UNIT G249 -  MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1487785 1220 S WHEELING WAY F241**","2020/09/24 15:44:46+00","0",40613,3186890.09550938,1678440.52677348,"13182 E KANSAS DR ","{A05CD6A1-8209-4FEB-A900-D07482C706C0}"
3186863.8590133,1678398.40677898,475176303,1487809,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENT PER MASTER PLAN LCA-2. 5 
","UNIT G246 -  MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1487785 1220 S WHEELING WAY F241**","2020/09/24 15:45:11+00","0",40751,3186863.8590133,1678398.40677898,"13192 E KANSAS DR ","{111DCD50-2B2C-47CA-8427-A83B06E3F460}"
3186863.8590133,1678398.40677898,475176306,1487813,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENT PER MASTER PLAN LCA-2. 5 
","UNIT G248 -  MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1487785 1220 S WHEELING WAY F241**","2020/09/24 15:45:58+00","0",40751,3186863.8590133,1678398.40677898,"13192 E KANSAS DR ","{25C5CBB4-356E-44C8-A7FE-DE0AE710E18B}"
3186877.13917047,1678419.46677622,475176307,1487815,NA,"2020/09/18 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2. 5 
","UNIT G252 -  MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1487785 1220 S WHEELING WAY F241**","2020/09/24 15:47:01+00","0",40697,3186877.13917047,1678419.46677622,"13190 E KANSAS DR ","{7F9A14FC-46C8-4964-80CA-56754AF10DA0}"
3183091.79930022,1678988.45776422,475176316,1487848,NA,"2020/09/18 13:24:40+00","CT","Counter Permit","Building","Commercial Miscellaneous","PERMIT FROM MASTER PLAN*****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT B
***REC'D LETTER FROM RAPID RESTORATION AND CONSTRUCTION REMOVING THE COMPANY FROM THE MASTER AND REC'D LETTER FROM J SQUARED GENERAL CONTRACTING ADDING THEM AS NEW CONTRACTOR ON MASTER PER DARCY DODD. DD 9/9/19***","2020/09/21 11:21:09+00","750",39477,3183091.79930022,1678988.45776422,"11959 E KANSAS DR ","{27DC550C-4DEA-4ADD-8D16-6C3505F162EB}"
3183091.79930022,1678988.45776422,475176321,1487854,NA,"2020/09/18 13:39:03+00","CT","Counter Permit","Building","Commercial Miscellaneous","PERMIT FROM MASTER PLAN*****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT F
***REC'D LETTER FROM RAPID RESTORATION AND CONSTRUCTION REMOVING THE COMPANY FROM THE MASTER AND REC'D LETTER FROM J SQUARED GENERAL CONTRACTING ADDING THEM AS NEW CONTRACTOR ON MASTER PER DARCY DODD. DD 9/9/19***","2020/09/21 11:22:23+00","750",39477,3183091.79930022,1678988.45776422,"11959 E KANSAS DR ","{192C1F14-FFF5-4BAB-9ABB-1DDF27704073}"
3196642.84601697,1706641.06092347,475176340,1487898,NA,"2020/09/18 14:50:47+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","GDIT - Access Control Structural Only (No Fire Life Safety)

","UNIT 100","2020/10/13 14:31:23+00","3426.31",4349,3196642.84601697,1706641.06092347,"3855 N LEWISTON ST ","{70C34340-9087-46DC-959C-FAE9E8F2DBF8}"
3175583.30381855,1694990.44314864,475176812,1489344,NA,"2020/09/24 15:20:32+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Structural repair from vehicle impact","***NEED GC***  LT-Commercial Misc","","25950",16476,3175583.30381855,1694990.44314864,"9640 E COLFAX AVE ","{5B2AD4FC-5DF5-4520-945A-CCD75A53498A}"
3175583.30381855,1694990.44314864,475176955,1489830,NA,"2020/09/28 11:34:11+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | STRUCTURAL REPAIR FROM VEHICLE IMPACT","","2020/10/26 20:39:45+00","25950",16476,3175583.30381855,1694990.44314864,"9640 E COLFAX AVE ","{F54342AB-4CBC-49B8-BAA1-2DD41A541527}"
3186974.54120664,1678231.70501265,475177054,1490224,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2. 5 DECKS ON THIS BUILDING
FOR 1270 S WHEELING WAY L286, L288, 1270 S WHEELING WAY L285, 1272 S WHEELING WAY L287, 1280 S WHEELING WAY L290","UNIT L286 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. INCLUDES ALL FEES FOR RSN 1490263, 1490265, 1490275, 1490276","2020/10/12 20:57:28+00","32092",41216,3186974.54120664,1678231.70501265,"1270 S WHEELING WAY ","{9E182BA0-9B5D-4D07-BD5B-FB3420B72CD3}"
3186974.54120664,1678231.70501265,475177063,1490263,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT L288 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490224 1270 S WHEELING WAY L286**","2020/10/12 20:58:51+00","0",41216,3186974.54120664,1678231.70501265,"1270 S WHEELING WAY ","{A15DE099-A5E1-4A9B-AC5F-9C6E1EBB8252}"
3187006.26948963,1678211.79330707,475177064,1490265,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT L285 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490224 1270 S WHEELING WAY L286**","2020/10/12 20:59:45+00","0",41245,3187006.26948963,1678211.79330707,"1272 S WHEELING WAY ","{290063E6-BC7A-480C-8C12-EEF6057F9698}"
3187006.26948963,1678211.79330707,475177065,1490275,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT L287 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490224 1270 S WHEELING WAY L286**","2020/10/12 21:00:25+00","0",41245,3187006.26948963,1678211.79330707,"1272 S WHEELING WAY ","{BE8485D1-3370-4FD3-91F4-E40B4C8AFF4A}"
3187037.99777263,1678191.88160148,475177066,1490276,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","**180 DAY EXTENSION GRANTED DS 10/28/21**UNIT L290 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490224 1270 S WHEELING WAY L286**","2020/10/12 21:01:05+00","0",41281,3187037.99777263,1678191.88160148,"1280 S WHEELING WAY ","{88FD6AB6-6863-4A27-AA13-AC2F292477B1}"
3187144.12977822,1678186.31960472,475177069,1490281,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2. 8 DECKS ON THIS BUILDING
FOR 13264 E KANSAS DR N404, N406, 13274 E KANSAS DR N403, N405, 13284 E KANSAS DR N299, N401, 13294 E KANSAS DR N400, N402 ","UNIT N404 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. INCLUDES ALL FEES FOR RSN 1490281,1490291,1490294, 1490298, 1490301, 1490309, 1490310, 1490330","2020/11/05 20:09:40+00","32092",41462,3187144.12977822,1678186.31960472,"13264 E KANSAS DR ","{EB9A5C93-B194-4AD9-8602-AACFEA9E92E0}"
3187144.12977822,1678186.31960472,475177078,1490291,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT N406 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490281 13264 E KANSAS DR N404**","2020/11/05 20:10:58+00","0",41462,3187144.12977822,1678186.31960472,"13264 E KANSAS DR ","{EA96F80B-D6C2-4933-A780-F9431BBC6712}"
3187165.47159906,1678173.07553673,475177079,1490294,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT N403 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490281 13264 E KANSAS DR N404**","2020/11/05 20:11:36+00","0",41497,3187165.47159906,1678173.07553673,"13274 E KANSAS DR ","{DA5D76C5-EC6F-477D-B74C-D3F6AB61FB6B}"
3187165.47159906,1678173.07553673,475177083,1490298,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT N405 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490281 13264 E KANSAS DR N404**","2020/11/05 20:12:20+00","0",41497,3187165.47159906,1678173.07553673,"13274 E KANSAS DR ","{DAA28DE8-C3F0-45D0-837F-A28A5863B111}"
3187186.39281705,1678159.83179681,475177086,1490301,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT N299- MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490281 13264 E KANSAS DR N404**","2020/11/05 20:12:48+00","0",41536,3187186.39281705,1678159.83179681,"13284 E KANSAS DR ","{7EC037DA-DEC6-4343-8C3F-0C9FCF3859AE}"
3187186.39281705,1678159.83179681,475177089,1490309,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT N401- MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490281 13264 E KANSAS DR N404**","2020/11/05 20:13:14+00","0",41536,3187186.39281705,1678159.83179681,"13284 E KANSAS DR ","{39FE7637-9B66-4D86-928F-4C6E09E60642}"
3187207.73463789,1678146.58805689,475177090,1490310,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT N400- MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490281 13264 E KANSAS DR N404**","2020/11/05 20:13:46+00","0",41573,3187207.73463789,1678146.58805689,"13294 E KANSAS DR ","{7BBFE4EF-6E31-4EF8-B97A-39E5D8F76BA5}"
3187207.73463789,1678146.58805689,475177099,1490330,NA,"2020/09/29 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT N402- MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490281 13264 E KANSAS DR N404**","2020/11/05 20:15:23+00","0",41573,3187207.73463789,1678146.58805689,"13294 E KANSAS DR ","{71420285-1286-4CA9-83FA-06FB9E8EAA66}"
3194474.40678431,1687928.14362498,475177230,1490733,NA,"2020/09/30 14:52:41+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | silverbrook 3 west side | DECK AND STAIR REPAIRS PER APPROVED MASTER","**BLDG 3**","","25000",28655,3194474.40678431,1687928.14362498,"199 N IDALIA CT ","{EBB78B1A-D85F-4DF4-9B57-CF77277B1C62}"
3194596.72182839,1687978.65172607,475177233,1490739,NA,"2020/09/30 15:02:59+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | silverbrook east side | DECK AND STAIR REPAIRS PER APPROVED MASTER","**BLDG 2**","","25000",28594,3194596.72182839,1687978.65172607,"200 N IDALIA CT ","{22241787-372A-45BD-9654-2273EDE68838}"
3194641.51668631,1687800.57826331,475177234,1490740,NA,"2020/09/30 15:04:49+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Silverbrook 1 NE side | DECK AND STAIR REPAIRS PER APPROVED MASTER","**BLDG 1**","","25000",28820,3194641.51668631,1687800.57826331,"169 N IDALIA CT ","{DF762FB7-3DDC-4ABF-9FE5-587C6AF73343}"
3185745.90914947,1678748.1301609,475177263,1490799,NA,"2020/09/30 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2. 1 DECKS ON THIS BUILDING
FOR 12861 E KANSAS PL B206","UNIT B206 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. INCLUDES ALL FEES FOR RSN 1481325","2020/10/22 15:17:07+00","32092",39999,3185745.90914947,1678748.1301609,"12861 E KANSAS PL ","{BDCA5255-A0D6-44DF-A7EC-36E7CA12984B}"
3187189.37082948,1678274.71608147,475177264,1490800,NA,"2020/09/30 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2. 4 DECKS ON THIS BUILDING
FOR 13244 E KANSAS DR M293, 13254 E KANSAS DR M296, 13254 E KANSAS DR M298, 13256 E KANSAS DR M295","UNIT M293 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. INCLUDES ALL FEES FOR RSN 1490800, 1490801, 1490806, 1490813","2020/10/12 21:05:42+00","32092",41155,3187189.37082948,1678274.71608147,"13244 E KANSAS DR ","{4092DCC9-7F3E-48B4-9AFB-2E08F33A5F3A}"
3187231.61713606,1678248.23844415,475177265,1490801,NA,"2020/09/30 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT M296 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490800 13244 E KANSAS PL M293**","2020/10/12 21:06:55+00","0",41236,3187231.61713606,1678248.23844415,"13254 E KANSAS DR ","{29848E16-56CA-4695-AA62-445847E9C935}"
3187231.61713606,1678248.23844415,475177267,1490806,NA,"2020/09/30 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT M298 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490800 13244 E KANSAS PL M293**","2020/10/12 21:07:48+00","0",41236,3187231.61713606,1678248.23844415,"13254 E KANSAS DR ","{797C6C16-6F2D-4145-83D5-33542DD7B3CF}"
3187253.0629593,1678234.93499306,475177268,1490813,NA,"2020/09/30 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT M295 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490800 13244 E KANSAS PL M293**","2020/10/12 21:08:37+00","0",41273,3187253.0629593,1678234.93499306,"13256 E KANSAS DR ","{747CDDCA-84A7-4C96-AB90-589BBC9AA26D}"
3185684.81412731,1678848.15817606,475177270,1490815,NA,"2020/09/30 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2. 2 DECKS ON THIS BUILDING
FOR 12800 E KANSAS DR A202 AND 12820 E KANSAS PL A205","UNIT A202 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. INCLUDES ALL FEES FOR RSN ","2020/10/22 15:18:44+00","32092",39755,3185684.81412731,1678848.15817606,"12800 E KANSAS DR ","{1D6B21EC-7D7C-4312-9813-724588CD8DE9}"
3185725.09718323,1678848.15817606,475177271,1490816,NA,"2020/09/30 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT A205 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490815 12800 E KANSAS DR A202**","2020/10/22 15:19:39+00","0",39756,3185725.09718323,1678848.15817606,"12820 E KANSAS DR ","{1A39494F-AB0D-4909-9365-258705AACA9C}"
3185815.06157023,1678727.99010931,475177273,1490818,NA,"2020/09/30 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2. 2 DECKS ON THIS BUILDING
FOR 12903 E KANSAS PL D201 AND 12913 E KANSAS PL D204","UNIT D201 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. INCLUDES ALL FEES FOR RSN ","2020/10/22 15:23:59+00","32092",40043,3185815.06157023,1678727.99010931,"12903 E KANSAS PL ","{785DA140-666A-4A67-9212-E107D68E3A3B}"
3185855.34462614,1678727.99010931,475177274,1490819,NA,"2020/09/30 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2","UNIT D204 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12**NO FEE PERMIT. ALL FEES PAID ON RSN 1490818 12903 E KANSAS PK D201**","2020/10/22 15:24:35+00","0",40044,3185855.34462614,1678727.99010931,"12913 E KANSAS PL ","{9BE134BB-D7B7-4A5C-A2FD-A34219B1FE1E}"
3185845.94700713,1678848.82910648,475177313,1490890,NA,"2020/10/01 00:00:00+00","CT","Counter Permit","Building","Commercial Miscellaneous","DECK REPLACEMENT PER MASTER PLAN LCA-2.    1 DECKS ON THIS BUILDING
FOR 12890 E KANSAS DR C205","UNIT C205 - MASTER PLAN FOR DECK REPLACEMENT AT LIBERTY CREEK APARTMENT COMPLEX FOR 2 DECK TYPES; TYPE I=5 X 10, TYPE 2=7X12. ","2020/10/22 15:22:12+00","32092",39752,3185845.94700713,1678848.82910648,"12890 E KANSAS DR ","{374D8614-1D7D-447A-B267-A0EDAC60183B}"
3194474.40678431,1687928.14362498,475177468,1491393,NA,"2020/10/02 14:28:45+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | SILVERBROOK 3 WEST SIDE; DECK AND STAIR REPAIRS PER APPROVED MASTER","**BLDG 3**","2020/12/23 09:30:17+00","25000",28655,3194474.40678431,1687928.14362498,"199 N IDALIA CT ","{026CA29E-075F-450B-ACA3-E474CC99F7F4}"
3194596.72182839,1687978.65172607,475177469,1491397,NA,"2020/10/02 14:32:43+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | silverbrook east side | DECK AND STAIR REPAIRS PER APPROVED MASTER","**BLDG 2**","2020/10/06 16:20:32+00","25000",28594,3194596.72182839,1687978.65172607,"200 N IDALIA CT ","{7E620B22-BB88-43EA-A6E7-DF732D86CA44}"
3194641.51668631,1687800.57826331,475177470,1491400,NA,"2020/10/02 14:37:12+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | Silverbrook 1 NE side | DECK AND STAIR REPAIRS PER APPROVED MASTER","**BLDG 1**","","25000",28820,3194641.51668631,1687800.57826331,"169 N IDALIA CT ","{90EEB52C-1360-42B9-A7F7-8BBAFCF8D27B}"
